COD_NODO_IRI;LIVELLO;LEMMA_NODO_IT;LEMMA_NODO_EN;COLLEG_MAPPA_CLAIST_SINT;COLLE_CLASS_TITOLI;DEFINIZIONE_IT;DESCRIZIONE_IT;ALT_LAB_IT;DEFINIZIONE_EN;ALT_LAB_EN;NOTE
CPS_47;1;Corso di master universitario di 1° livello;First-level university master's degree course;604.01;CTS_6_50_10;Percorso di formazione avanzata successivo alla laurea di 1° livello, attivato dalle università e dagli istituti di alta formazione accreditati, ai sensi del d.m. 509/1999 e del d.m. 270/2004, finalizzato all’acquisizione di competenze specialistiche e professionalizzanti in ambiti disciplinari specifici. Il master di 1° livello è rivolto a chi è in possesso di una laurea di 1° livello o di un titolo equivalente riconosciuto, con accesso tramite bando di concorso, e si colloca fuori dall’ordinamento tradizionale, pur essendo un titolo legalmente riconosciuto. Il corso ha una durata variabile, generalmente compresa tra 1 e 2 anni, per un totale di almeno 60 crediti formativi universitari (CFU), e si articola in lezioni frontali, laboratori, seminari, project work e tirocini formativi, con una prova finale. Il titolo rilasciato è il diploma di master universitario di 1° livello, che consente l’inserimento qualificato nel mondo del lavoro, l’aggiornamento professionale o l’accesso a concorsi pubblici laddove previsto.;"Art. 3, co. 9, decreto del Ministro dell'istruzione, dell'università e della ricerca 22 ottobre 2004, n. 270 ""Modifiche al regolamento recante norme concernenti l'autonomia didattica degli atenei, approvato con decreto del Ministro dell'università e della ricerca scientifica e tecnologica 3 novembre 1999, n. 509"";
Decreto del Ministro dell'università e della ricerca scientifica e tecnologica 3 novembre 1999, n. 509 ""Regolamento recante norme concernenti l’autonomia didattica degli atenei"".";;;;
CPS_48;1;Corso di master accademico di 1° livello AFAM;First-level academic master's AFAM course;606.01;CTS_6_50_20;Percorso formativo successivo al diploma accademico di 1° livello AFAM, attivato dalle Istituzioni dell’alta formazione artistica, musicale e coreutica (AFAM), finalizzato all’acquisizione di competenze professionali, artistiche e culturali altamente specialistiche. Tale percorso, di norma di durata annuale, è progettato per rispondere a esigenze di aggiornamento, perfezionamento o riqualificazione in ambiti specifici delle arti visive, della musica, dello spettacolo, del design e della danza. Il corso di master di accademico di 1° livello AFAM è accessibile a chi è in possesso di un diploma accademico di 1° livello AFAM o di un titolo equivalente riconosciuto, tramite bando di concorso, e si conclude con il rilascio di un diploma di Master accademico di 1° livello AFAM che certifica il percorso svolto e le competenze acquisite. Il corso non rientra nei cicli ordinamentali previsti dalla legge 508/1999, ma è riconosciuto come titolo di perfezionamento o specializzazione nell’ambito della formazione superiore artistica.;"Art. 3, co. 7, decreto del Presidente della Repubblica 8 luglio 2005, n. 212 ""Regolamento recante disciplina per la definizione degli ordinamenti didattici delle Istituzioni di alta formazione artistica, musicale e coreutica, a norma dell'articolo 2 della legge 21 dicembre 1999, n. 508"";
Decreto del Presidente della Repubblica  24 aprile 2024, n. 82 ""Regolamento concernente modifiche al regolamento recante disciplina per la definizione degli ordinamenti didattici delle Istituzioni di alta formazione artistica, musicale e coreutica, a norma dell'articolo 2 della legge 21 dicembre 1999, n. 508, adottato con decreto del Presidente della Repubblica 8 luglio 2005, n. 212"";
Nota del Ministero dell'università e della ricerca 1° febbraio 2023,  n. 1801 ""Indicazioni operative per l’approvazione di nuovi corsi di diploma accademico di primo e secondo livello e m aster e le modifiche degli stessi - A.A. 2023-2024"";
Nota del Ministero dell'istruzione, dell'università e della ricerca 9 dicembre 2010, n. 7631 ""Regolamento tipo concernente principi e criteri per la progettazione di master da parte delle Istituzioni AFAM"".";;;;
CPS_49;1;Corso di laurea del vecchio ordinamento;Former system degree course;701.01;CTS_7_10_10;Percorso di istruzione universitaria di ciclo unico, previsto dal sistema italiano antecedente al d.m. 509/1999, finalizzato al conseguimento del diploma di laurea (DL), al quale si accede con il diploma di maturità, in rarissimi casi a numero programmato (ad esempio per la Facoltà di Medicina e Chirurgia, a partire dagli anni '90). Il corso ha una durata variabile di quattro, cinque o sei anni, a seconda dell’ambito disciplinare, e si caratterizza per una struttura non modulare, priva del sistema dei crediti formativi universitari (CFU). L’impianto didattico prevede esami annuali o semestrali, raggruppati per annualità, e culmina in una prova finale con discussione di una tesi di laurea. Il titolo rilasciato, il diploma di laurea, è legalmente riconosciuto e, ai sensi del decreto interministeriale del 9 luglio 2009, è equiparato alla laurea magistrale (secondo ciclo) del nuovo ordinamento, ai fini dell’accesso ai concorsi pubblici e ai percorsi di formazione post-laurea. Il percorso non è più in vigore nel sistema educativo attuale.;"Art. 2, legge 19 novembre 1990, n. 341  ""Riforma degli ordinamenti didattici universitari"";
Decreto del ministro dell'istruzione, dell'università' e della ricerca, di concerto con il Ministro per la pubblica amministrazione e l'innovazione 9 luglio 2009 ""Equiparazioni tra diplomi di lauree di vecchio ordinamento, lauree specialistiche (LS) ex decreto n. 509/1999 e lauree magistrali (LM) ex decreto n. 270/2004, ai fini della partecipazione ai pubblici concorsi"";
Decreto del Ministro dell'istruzione, dell'università e della ricerca 22 ottobre 2004, n. 270 ""Modifiche al regolamento recante norme concernenti l'autonomia didattica degli atenei, approvato con decreto del Ministro dell'università e della ricerca scientifica e tecnologica 3 novembre 1999, n. 509"";
Decreto del Ministro dell'università e della ricerca scientifica e tecnologica 3 novembre 1999, n. 509 ""Regolamento recante norme concernenti l’autonomia didattica degli atenei"";
Regio decreto del 31 agosto 1933, n. 1592 ""Approvazione del testo unico delle leggi sull'istruzione superiore"".";;;;
CPS_50;1;Corso di laurea specialistica/magistrale di 2° livello (biennale);Second-level degree course (2 years);"702.01; 702.02";CTS_7_10_20;Percorso di istruzione universitaria di secondo ciclo, previsto dal sistema d’istruzione italiano ai sensi del d.m. 509/1999 e del d.m. 270/2004, finalizzato al conseguimento della laurea magistrale. Il corso ha una durata biennale e prevede l’acquisizione di 120 crediti formativi universitari (CFU), articolati in insegnamenti teorici, attività laboratoriali, tirocini e una prova finale. È accessibile esclusivamente a chi è in possesso di una laurea di 1° livello o di un titolo equivalente riconosciuto, e fornisce una formazione avanzata e specialistica in ambiti disciplinari definiti dalle classi di laurea magistrale. Il titolo rilasciato, la laurea magistrale, è riconosciuto a livello nazionale ed europeo, corrisponde al livello 7 del Quadro europeo delle qualifiche (EQF), e consente l’accesso ai corsi di dottorato di ricerca, ai master universitari di 2° livello e all’esercizio di professioni regolamentate.;"Art. 3, co. 3 e 6, decreto del Ministro dell'istruzione, dell'università e della ricerca 22 ottobre 2004, n. 270 ""Modifiche al regolamento recante norme concernenti l'autonomia didattica degli atenei, approvato con decreto del Ministro dell'università e della ricerca scientifica e tecnologica 3 novembre 1999, n. 509"";
Decreto del Ministro dell'università e della ricerca scientifica e tecnologica 3 novembre 1999, n. 509 ""Regolamento recante norme concernenti l’autonomia didattica degli atenei"".";Corso di laurea magistrale (art. 8, co. 2, d.m. 270/2004).;;;
CPS_51;1;Corso di laurea specialistica/magistrale di 2° livello (a ciclo unico);Second-level degree course (single-cycle);"703.01; 703.02";CTS_7_10_30;Percorso di istruzione universitaria di secondo ciclo, previsto dal sistema italiano ai sensi del d.m. 509/1999 e del d.m. 270/2004, che integra in un unico ciclo formativo la laurea di 1° livello e la laurea magistrale, senza soluzione di continuità. Il corso è destinato alla formazione di profili professionali altamente qualificati in ambiti regolamentati (es. medicina, odontoiatria, veterinaria, farmacia, architettura, giurisprudenza), per i quali è richiesta una preparazione specialistica completa e non frammentabile ed è accessibile direttamente con il diploma di istruzione secondaria di secondo grado, solitamente tramite test nazionale o locale, poiché si tratta di corsi a numero programmato. La durata è di cinque o sei anni, per un totale di 300 o 360 crediti formativi universitari (CFU), e si articola in insegnamenti teorici, attività laboratoriali, tirocini obbligatori e prova finale. Il titolo rilasciato è la laurea magistrale a ciclo unico, che corrisponde al livello 7 del Quadro europeo delle qualifiche (EQF), ha validità nazionale ed europea, consente l’accesso ai corsi di dottorato di ricerca, ai master universitari di 2° livello e all’esercizio di professioni regolamentate.;"Art. 4, co. 3, decreto del Ministro dell'istruzione, dell'università e della ricerca 16 marzo 2007 ""Determinazione delle classi di laurea magistrale"";
Art. 6, co. 3, decreto del Ministro dell'istruzione, dell'università e della ricerca 22 ottobre 2004, n. 270 ""Modifiche al regolamento recante norme concernenti l'autonomia didattica degli atenei, approvato con decreto del Ministro dell'università e della ricerca scientifica e tecnologica 3 novembre 1999, n. 509"";
Decreto del Ministro dell'università e della ricerca scientifica e tecnologica 3 novembre 1999, n. 509 ""Regolamento recante norme concernenti l’autonomia didattica degli atenei"".";;;;
CPS_52;1;Corso accademico del vecchio ordinamento AFAM;Academic AFAM course of the former system;706.01;CTS_7_20_10;Percorso formativo attivato dalle Istituzioni dell’alta formazione artistica, musicale e coreutica (AFAM) anteriormente all’entrata in vigore della legge 508/1999. Il percorso, di durata variabile (generalmente quadriennale o quinquennale), subordinato ad esame di ammissione, è finalizzato al rilascio di diplomi di conservatorio, accademia o istituto pareggiato, riconosciuti come titoli di alta qualificazione artistica e professionale. I corsi del vecchio ordinamento non sono strutturati secondo il sistema dei crediti formativi accademici (CFA) né suddivisi in cicli (1°, 2°, 3° livello), ma rappresentano un percorso unitario e professionalizzante. A seguito della riforma, tali titoli sono equiparati ai diplomi accademici di 2° livello AFAM, purché congiunti al possesso di un diploma di istruzione secondaria di secondo grado, ai fini dell’accesso ai concorsi pubblici e ai percorsi di terzo ciclo (dottorati, master, specializzazioni). Il percorso non è più in vigore nel sistema educativo attuale.;"Art. 1, co. 107, legge 24 dicembre 2012, n. 228  ""Disposizioni per la formazione del  bilancio  annuale  e  pluriennale  dello Stato"" (c.d. legge di stabilità 2013);
Art. 3, decreto del Presidente della Repubblica 8 luglio 2005, n. 212 ""Regolamento recante disciplina per la definizione degli ordinamenti didattici delle Istituzioni di alta formazione artistica, musicale e coreutica, a norma dell'articolo 2 della legge 21 dicembre 1999, n. 508"";
Legge 21  dicembre 1999, n. 508 ""Riforma delle Accademie di belle arti, dell'Accademia nazionale di danza, dell'Accademia nazionale di arte drammatica, degli Istituti superiori per le industrie artistiche, dei Conservatori di musica e degli Istituti musicali pareggiati"";
Regio decreto del 31 dicembre 1923, n. 3123 ""Ordinamento dell'istruzione artistica"".";;;;
CPS_53;1;Corso accademico di 2°  livello AFAM (biennale);Second-level academic AFAM course (2 years);707.01;CTS_7_20_20;Percorso formativo biennale ordinamentale offerto dalle Istituzioni dell’alta formazione artistica, musicale e coreutica (AFAM), appartenente al secondo ciclo di istruzione terziaria accademica e finalizzato all’acquisizione di competenze avanzate nei settori delle arti visive, della musica, della danza, del teatro e del design. Il corso è strutturato secondo gli ordinamenti didattici approvati dal Ministero dell’università e della ricerca. L’accesso è subordinato al possesso di un diploma accademico di 1° livello AFAM o di un titolo equivalente riconosciuto, e può includere prove di ammissione volte a verificare la coerenza e l’adeguatezza della preparazione iniziale. Il diploma accademico di 2° livello AFAM rilasciato al termine del corso è equipollente alla laurea magistrale universitaria, valido ai fini dell’accesso al terzo ciclo di studi (dottorati AFAM o universitari), ai concorsi pubblici e all’esercizio di attività professionali di alta qualificazione.;"Art. 3 co. 4, decreto del Presidente della Repubblica 8 luglio 2005, n.212 ""Regolamento recante disciplina per la definizione degli ordinamenti didattici delle Istituzioni di alta formazione artistica, musicale e coreutica, a norma dell'articolo 2 della legge 21 dicembre 1999, n. 508"";
Decreto del Ministro dell'istruzione, dell'università e della ricerca 16 gennaio 2018, n. 18 “recante autorizzazione all’attivazione di corsi accademici di secondo livello ordinamentali di didattica della musica e dello strumento “non abilitanti” e svincolati dall’accesso con numero programmato"";
Legge 21 Dicembre 1999, n. 508 ""Riforma delle Accademie di belle arti, dell'Accademia nazionale di danza, dell'Accademia nazionale di arte drammatica, degli Istituti superiori per le industrie artistiche, dei Conservatori di musica e degli Istituti musicali pareggiati"".";Corso di diploma accademico di 2° livello (art. 3, d.p.r. 212/2005).;;;
CPS_54;1;Corso accademico di 2° livello AFAM (a ciclo unico);Second-level academic AFAM course  (single-cycle);708.01;CTS_7_20_30;Percorso formativo ordinamentale, solitamente quinquennale, offerto da specifiche Istituzioni dell’alta formazione artistica, musicale e coreutica (AFAM), appartenente al secondo ciclo di istruzione terziaria accademica e finalizzato al conseguimento diretto del diploma accademico di 2° livello AFAM, che integra in un unico ciclo formativo il corso accademico di 1° livello e quello biennale di 2° livello. Tale corso è previsto per ambiti disciplinari che richiedono una formazione lunga, integrata e professionalizzante, quale il Restauro dei beni culturali, ed è accessibile direttamente con il diploma di istruzione secondaria di secondo grado. Il diploma rilasciato al termine del corso è equipollente alla laurea magistrale a ciclo unico universitaria, valido ai fini dell’accesso ai concorsi pubblici, all’esercizio di professioni regolamentate e ai percorsi di terzo ciclo (dottorati AFAM o universitari).;"Art. 1, co. 1, decreto del Ministro per i beni e le attività culturali di concerto con il Ministro dell'istruzione, dell'università e della ricerca 26 maggio 2009, n. 87 “Regolamento concernente la definizione dei criteri e dei livelli di qualità cui si adegua l’insegnamento del restauro, nonché delle modalità di accreditamento, dei requisiti minimi organizzativi e di funzionamento dei soggetti che impartiscono tale insegnamento, delle modalità della vigilanza sullo svolgimento delle attività didattiche e dell’esame finale, del titolo accademico rilasciato a seguito del superamento di detto esame, ai sensi dell’articolo 29, commi 8 e 9, del Codice dei beni culturali e del paesaggio”;
Art. 3, decreto del Presidente della Repubblica 8 luglio 2005, n. 212 ""Regolamento recante disciplina per la definizione degli ordinamenti didattici delle Istituzioni di alta formazione artistica, musicale e coreutica, a norma dell'articolo 2 della legge 21 dicembre 1999, n. 508"";
Decreto del Ministro dell'istruzione, dell'università e della ricerca 16 gennaio 2018, n. 18 “recante autorizzazione all’attivazione di corsi accademici di secondo livello ordinamentali di didattica della musica e dello strumento “non abilitanti” e svincolati dall’accesso con numero programmato"";
Decreto del Ministro dell'istruzione, dell'università e della ricerca 23 giugno 2011, n. 81 “Definizione degli ordinamenti curriculari dei profili formativi professionalizzanti del corso di diploma accademico di secondo livello di durata quinquennale in Restauro”.";;;;
CPS_68;1;Formazione professionale regionale – area tecnica;Regional vocational training – technical area;902.01;CTS_9_20_10;"Programma di formazione regionale che fornisce una qualifica di tipo professionale presente nell’elenco ufficiale delle qualificazioni professionali riconosciute in una o più regioni (c.d. Repertori regionali). Si tratta di corsi realizzati attraverso una rete di enti e imprese a livello locale (ad es. Enti accreditati per la formazione, Istituti, Università etc.), sostenuti e/o finanziati dalle regioni e dalle province autonome, che valorizzano il tessuto sociale del territorio e non rientrano nell'ambito del sistema di istruzione nazionale professionale (IeFP, IFTS e ITS Academy). Per l'area tecnica il requisito di ingresso prevede il possesso del livello di competenze QNQ/EQF 3.2 o 3.4 o idoneo. Il QNQ è il Quadro nazionale delle qualificazioni, rilasciate nell'ambito del Sistema nazionale di certificazione delle competenze di cui al d.lgs. 13/2013, e rappresenta il dispositivo nazionale per la referenziazione delle qualificazioni italiane al Quadro europeo delle qualifiche (EQF), come da Raccomandazione del Consiglio Europeo (2017/C 189/03) del 22 maggio 2017.
I percorsi di formazione professionale regionale hanno una durata flessibile e un'estensione temporale tipicamente infrannuale per favorire un rapido inserimento o riqualificazione nel mercato del lavoro.";"Art. 8, decreto legislativo 16 gennaio 2013, n. 13 ""Definizione delle norme generali e dei livelli essenziali delle prestazioni per l'individuazione e validazione degli apprendimenti non formali e informali e degli standard minimi di servizio del sistema nazionale di certificazione delle competenze, a norma dell'articolo 4, commi 58 e 68, della legge 28 giugno 2012, n. 92"" (c.d. Repertorio nazionale dei titoli di istruzione e formazione e delle qualificazioni professionali);
Accordo in Conferenza Stato-Regioni 1° agosto 2019, n. 155 ""riguardante l'integrazione e modifica del Repertorio nazionale delle figure nazionali di riferimento per le qualifiche e i diplomi professionali, l'aggiornamento degli standard minimi formativi relativi alle competenze di base e dei modelli di attestazione intermedia e finale dei percorsi di Istruzione e Formazione Professionale, di cui all'Accordo in Conferenza Stato-Regioni del 27 luglio 2011"";
Decreto del Ministro del lavoro e delle politiche sociali, di concerto con il Ministro dell'istruzione, dell'università e della ricerca 8 gennaio 2018 ""Istituzione del Quadro nazionale delle qualificazioni rilasciate nell'ambito del Sistema nazionale di certificazione delle competenze di cui al decreto legislativo 16 gennaio 2013, n. 13"".";;;;
CPS_69;1;Formazione professionale regionale – alta formazione;Regional vocational training – higher education;903.01;CTS_9_30_10;"Programma di formazione regionale che fornisce una qualifica di tipo professionale presente nell’elenco ufficiale delle qualificazioni professionali riconosciute in una o più regioni (c.d. Repertori regionali). Si tratta di corsi realizzati attraverso una rete di enti e imprese a livello locale (ad es. Enti accreditati per la formazione, Istituti, Università etc.), sostenuti e/o finanziati dalle regioni e dalle province autonome, che valorizzano il tessuto sociale del territorio e non rientrano nell'ambito del sistema di istruzione nazionale professionale (IeFP, IFTS e ITS Academy).
Per l'Alta Formazione il requisito di ingresso prevede il possesso del livello di competenze QNQ/EQF 5.4 o 6.2 o idoneo. Il QNQ è il Quadro nazionale delle qualificazioni, rilasciate nell'ambito del Sistema nazionale di certificazione delle competenze di cui al d.lgs. 13/2013, e rappresenta il dispositivo nazionale per la referenziazione delle qualificazioni italiane al Quadro europeo delle qualifiche (EQF), come da Raccomandazione del Consiglio Europeo (2017/C 189/03) del 22 maggio 2017.
I percorsi di formazione professionale regionale hanno una durata flessibile e un'estensione temporale tipicamente infrannuale per favorire un rapido inserimento o riqualificazione nel mercato del lavoro.";"Art. 8, decreto legislativo 16 gennaio 2013, n. 13 ""Definizione delle norme generali e dei livelli essenziali delle prestazioni per l'individuazione e validazione degli apprendimenti non formali e informali e degli standard minimi di servizio del sistema nazionale di certificazione delle competenze, a norma dell'articolo 4, commi 58 e 68, della legge 28 giugno 2012, n. 92"" (c.d. Repertorio nazionale dei titoli di istruzione e formazione e delle qualificazioni professionali);
Accordo in Conferenza Stato-Regioni 1° agosto 2019, n. 155 ""riguardante l'integrazione e modifica del Repertorio nazionale delle figure nazionali di riferimento per le qualifiche e i diplomi professionali, l'aggiornamento degli standard minimi formativi relativi alle competenze di base e dei modelli di attestazione intermedia e finale dei percorsi di Istruzione e Formazione Professionale, di cui all'Accordo in Conferenza Stato-Regioni del 27 luglio 2011"";
Decreto del Ministro del lavoro e delle politiche sociali, di concerto con il Ministro dell'istruzione, dell'università e della ricerca 8 gennaio 2018 ""Istituzione del Quadro nazionale delle qualificazioni rilasciate nell'ambito del Sistema nazionale di certificazione delle competenze di cui al decreto legislativo 16 gennaio 2013, n. 13"".";;;;
CPS_60;1;Scuola di specializzazione - area insegnamento;Specialisation School – Teaching Area;713.01;CTS_7_40_10;"Percorso di formazione post-laurea relativo all’insegnamento, attivato dalle università ai sensi del d.p.r. 162/1982 e dalle leggi 341/1990 e 204/1992, e ridefinito con i d.m. 249/2010 e 92/2016, finalizzato alla formazione culturale e professionale degli insegnanti attraverso l'acquisizione di competenze disciplinari, psico-pedagogiche e metodologico-didattiche per specifici indirizzi. L’offerta formativa si articola in tre ambiti principali:
1.	Scuole di specializzazione per l’insegnamento secondario (SSIS):
Istituite dalla legge 341/1990, sono percorsi biennali abilitanti per le classi di concorso della scuola secondaria, con esame finale di Stato, vi si accede con titolo di laurea magistrale o equivalente riconosciuto, corrispondente all’area disciplinare d’interesse per l’insegnamento. Le SSIS sono sospese dall’anno accademico 2008-2009 ai sensi della legge 133/2008 e attualmente sostituite da altri percorsi abilitanti.
2.	Tirocini formativi attivi (TFA) per la specializzazione in sostegno:
Istituiti con il d.m. 249/2010, della durata non inferiore agli 8 mesi, si articolano in lezioni teoriche, attività pratiche e una prova finale, vi si accede con il possesso dell’abilitazione all’insegnamento e si differenziano per ambito di specializzazione: a) scuola dell’infanzia; b) scuola primaria; c) scuola secondaria di 1° grado; d) scuola secondaria di 2° grado.
3.	Scuole di specializzazione in didattica dell’italiano a stranieri:
Istituite con la legge 204/1992, che ha riordinato le Università per stranieri di Perugia (1925) e Siena (1976), operano nell’ambito dell’insegnamento dell'Italiano come lingua seconda (Italiano L2), con corsi di durata biennale, finalizzati all'insegnamento dell'italiano a stranieri. Con il d.m. 92/2016, unica scuola di specializzazione in didattica dell’Italiano a stranieri rimane quella dell’Università degli stranieri di Siena, a cui si accede con diploma di laurea triennale, quadriennale vecchio ordinamento e/o magistrale.
Per tutti i suddetti ambiti, l'accesso è regolato dal numero programmato e subordinato al superamento di prove di selezione. Per la scuola di specializzazione il d.m. 509/1999 prevede il sistema dei crediti, il titolo rilasciato è il diploma di specializzazione, corredato dal supplemento al diploma europass, una certificazione dell'intero percorso formativo svolto, che attesta la qualifica di specialista ed è requisito necessario per l'accesso ai ruoli e per l'esercizio di specifiche funzioni nel sistema nazionale di istruzione.";"Generica:
Artt. 3, 6-7, decreto del Ministro dell’istruzione, dell’università e della ricerca 22 ottobre 2004, n. 270 “Modifiche al regolamento recante norme concernenti l'autonomia didattica degli atenei, approvato con decreto del Ministro dell'università e della ricerca scientifica e tecnologica 3 novembre 1999, n. 509”;
Artt. 3, 6-7, decreto del Ministro dell'università e della ricerca scientifica e tecnologica 3 novembre 1999, n.509 “Regolamento recante norme concernenti l’autonomia didattica degli atenei”;
Artt. 1, 11-15, decreto del Presidente della Repubblica 10 marzo 1982, n. 162 ""Riordinamento delle scuole dirette a fini speciali, delle scuole di specializzazione e dei corsi di perfezionamento"".
Legge 19 novembre 1990, n. 341  “Riforma degli ordinamenti didattici universitari”;
Decreto del Presidente della Repubblica 11 luglio 1980, n. 382 “Riordinamento della docenza universitaria, relativa fascia di formazione nonché sperimentazione organizzativa e didattica”;
Regio decreto 31 agosto 1933, n. 1592 “Approvazione del testo unico delle leggi sull’istruzione superiore”.
Specifica:
Art. 13, decreto del Ministro dell’istruzione, dell’università e della ricerca 10 settembre 2010 , n. 249 “Regolamento concernente: «Definizione della disciplina dei requisiti e delle modalità della formazione iniziale degli insegnanti della scuola dell’infanzia, della scuola primaria e della scuola secondaria di primo e secondo grado, ai sensi dell’articolo 2, comma 416, della legge 24 dicembre 2007, n. 244»”;
Art. 64, co. 4-ter, legge 6 agosto 2008, n. 133 “Conversione in legge, con modificazioni, del decreto-legge 25 giugno 2008, n. 112, recante disposizioni urgenti per lo sviluppo economico, la semplificazione, la competitività, la stabilizzazione della finanza pubblica e la perequazione tributaria”;
Art. 3, co. 1, let. c), legge 17 febbraio 1992, n. 204 “Riordinamento della Scuola di lingua e cultura italiana per stranieri di Siena e dell’Università per stranieri di Perugia”.
Decreto del Ministro dell’istruzione, dell’università e della ricerca 23 febbraio 2016, n. 92 “Riconoscimento dei titoli di specializzazione italiano lingua 2”;
Decreto del Ministro dell’istruzione, dell’università e della ricerca 30 settembre 2011 “Criteri e modalità per lo svolgimento dei corsi di formazione per il conseguimento della specializzazione per le attività di sostegno, ai sensi degli articoli 5 e 13 del decreto 10 settembre 2010, n. 249”.";;;;
CPS_61;1;Scuola di specializzazione - area psicologica;Specialisation School – Psychological Area;"714.01; 714.02";CTS_7_40_10;"Percorso di formazione post-laurea di area psicologica, attivato dalle università o presso istituti privati riconosciuti ai sensi del d.p.r. 162/1982 e della legge 56/1989, finalizzato alla formazione di specialisti con competenze avanzate e all’abilitazione all'esercizio dell'attività psicoterapeutica. ll percorso, inizialmente previsto con una durata variabile tra 4 e 5 anni, a seconda del settore disciplinare, è stato successivamente uniformato a 4 anni dal d.m. 21 gennaio 2019 e si articola in lezioni teoriche, attività pratiche, tirocini e una prova finale. Le aree di riferimento sono attualmente articolate in cinque tipologie di scuole:
1.	Psicologia clinica;
2.	Neuropsicologia;
3.	Psicologia del ciclo di vita;
4.	Psicologia della salute;
5.	Valutazione psicologica e consulenza (counselling).
L’accesso è riservato a chi ha conseguito una laurea magistrale in psicologia o un titolo equivalente riconosciuto, ed è subordinato al superamento di un concorso pubblico nazionale o locale; per l'accesso all'attività psicoterapeutica, i corsi sono aperti anche ai laureati in medicina e chirurgia. Per la scuola di specializzazione il d.m. 509/1999 prevede il sistema dei crediti, il titolo rilasciato è il diploma di specializzazione, corredato dal supplemento al diploma europass, una certificazione dell'intero percorso formativo svolto, che attesta la qualifica di specialista e legittima l'esercizio della psicoterapia.";"Generica:
Artt. 3, 6-7, decreto del Ministro dell’istruzione, dell’università e della ricerca 22 ottobre 2004, n. 270 “Modifiche al regolamento recante norme concernenti l'autonomia didattica degli atenei, approvato con decreto del Ministro dell'università e della ricerca scientifica e tecnologica 3 novembre 1999, n. 509”;
Artt. 3, 6-7, decreto del Ministro dell'università e della ricerca scientifica e tecnologica 3 novembre 1999, n.509 “Regolamento recante norme concernenti l’autonomia didattica degli atenei”;
Artt. 1, 11-15, decreto del Presidente della Repubblica 10 marzo 1982, n. 162 ""Riordinamento delle scuole dirette a fini speciali, delle scuole di specializzazione e dei corsi di perfezionamento"".
Legge 19 novembre 1990, n. 341  “Riforma degli ordinamenti didattici universitari”;
Decreto del Presidente della Repubblica 11 luglio 1980, n. 382 “Riordinamento della docenza universitaria, relativa fascia di formazione nonché sperimentazione organizzativa e didattica”;
Regio decreto 31 agosto 1933, n. 1592 “Approvazione del testo unico delle leggi sull’istruzione superiore”.
Specifica:
Art. 3, co. 1, legge 18 febbraio 1989, n. 56 “Ordinamento della professione di psicologo”.
Decreto del Ministro dell’istruzione, dell’università e della ricerca 21 gennaio 2019, n. 50 “Riordino degli ordinamenti didattici delle scuole di specializzazione di area psicologica”.  
Decreto del Ministro dell’istruzione, università e ricerca 10 marzo 2010 “Modifica al decreto ministeriale 1° agosto 2005 per  la  soppressione della  Scuola  di  specializzazione   di   «Psicologia   clinica»   e l'integrazione del decreto 24  luglio  2006  con  l'iscrizione  della stessa Scuola tra quelle di area psicologica”;
Decreto del Ministro dell’università e della ricerca 24 luglio 2006 “Riassetto delle Scuole di Specializzazione di area Psicologica”;
Decreto del Ministro dell’università e della ricerca scientifica e tecnologica 11 dicembre 1998, n.509 “Regolamento recante norme per il riconoscimento degli istituti abilitati ad attivare corsi di specializzazione in psicoterapia ai sensi dell' articolo 17, comma 96, della legge 15 maggio 1997, n. 127”.";;;;
